experiment,method,nthreads,param1,param2,latency_ms,recall@100,speedup,index_mb,build_sec,encode_us,lut_us,scan_us,select_us,rerank_us,notes
SQ8,SQ8-LUT,8,p,1500,2.928678,1.000000,5.815978,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,690.798000,
SQ8,SQ8-LUT,16,p,1500,2.717140,1.000000,6.268771,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,1400.124000,
SQ8,SQ8-LUT,32,p,1500,2.668894,1.000000,6.382092,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,2335.916000,
SQ8,SQ8-LUT,1,p,2000,19.228768,1.000000,0.885815,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,776.230000,
SQ8,SQ8-LUT,2,p,2000,9.698466,1.000000,1.756270,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,917.388000,
SQ8,SQ8-LUT,4,p,2000,4.840532,1.000000,3.518855,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,881.164000,
SQ8,SQ8-LUT,8,p,2000,2.966154,1.000000,5.742496,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,986.970000,
SQ8,SQ8-LUT,16,p,2000,2.675014,1.000000,6.367491,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,1916.554000,
SQ8,SQ8-LUT,32,p,2000,2.559010,1.000000,6.656140,9.600768,0.045104,0.000000,0.000000,0.000000,0.000000,3369.960000,
PQ-M,M8,1,p,50,1.878062,0.250820,9.069524,0.898304,1.795137,0.000000,30.960000,1066.076000,744.732000,18.300000,
PQ-SDC,M8,1,p,50,2.125728,0.173760,8.012845,2.995456,1.795137,36.484000,0.000000,1314.904000,736.338000,20.456000,
PQ-M,M8,2,p,50,0.942690,0.250820,18.068642,0.898304,1.795137,0.000000,30.954000,1063.990000,741.200000,18.830000,
PQ-SDC,M8,2,p,50,1.070844,0.173760,15.906265,2.995456,1.795137,36.370000,0.000000,1305.480000,729.990000,18.840000,
PQ-M,M8,4,p,50,0.471592,0.250820,36.118357,0.898304,1.795137,0.000000,31.618000,1062.172000,740.218000,16.846000,
PQ-SDC,M8,4,p,50,0.537566,0.173760,31.685650,2.995456,1.795137,36.548000,0.000000,1299.728000,729.148000,17.032000,
PQ-M,M8,8,p,50,0.307300,0.250820,55.428337,0.898304,1.795137,0.000000,73.816000,1162.418000,755.106000,16.236000,
PQ-SDC,M8,8,p,50,0.409094,0.173760,41.636221,2.995456,1.795137,36.526000,0.000000,1457.798000,815.358000,17.030000,
PQ-M,M8,16,p,50,0.298312,0.250820,57.098367,0.898304,1.795137,0.000000,53.910000,1931.114000,1358.778000,16.608000,
PQ-SDC,M8,16,p,50,0.320418,0.173760,53.159086,2.995456,1.795137,141.514000,0.000000,2206.500000,1500.930000,17.984000,
PQ-M,M8,32,p,50,0.263850,0.250820,64.556104,0.898304,1.795137,0.000000,104.290000,3244.166000,2221.404000,17.524000,
PQ-SDC,M8,32,p,50,0.290090,0.173760,58.716702,2.995456,1.795137,61.098000,0.000000,4360.004000,2006.232000,147.538000,
PQ-M,M8,1,p,100,1.884610,0.397420,9.038012,0.898304,1.795137,0.000000,30.846000,1055.560000,740.070000,35.962000,
PQ-SDC,M8,1,p,100,2.127528,0.275620,8.006065,2.995456,1.795137,36.068000,0.000000,1303.516000,729.836000,36.020000,
PQ-M,M8,2,p,100,0.941350,0.397420,18.094362,0.898304,1.795137,0.000000,31.240000,1051.546000,743.624000,30.878000,
PQ-SDC,M8,2,p,100,1.068192,0.275620,15.945755,2.995456,1.795137,36.468000,0.000000,1304.492000,732.068000,32.444000,
PQ-M,M8,4,p,100,0.471800,0.397420,36.102433,0.898304,1.795137,0.000000,31.640000,1054.708000,741.986000,30.034000,
PQ-SDC,M8,4,p,100,0.537582,0.275620,31.684707,2.995456,1.795137,37.038000,0.000000,1302.392000,728.110000,28.230000,
PQ-M,M8,8,p,100,0.359646,0.397420,47.360816,0.898304,1.795137,0.000000,32.482000,1285.286000,832.244000,29.488000,
PQ-SDC,M8,8,p,100,0.404906,0.275620,42.066870,2.995456,1.795137,37.428000,0.000000,1590.664000,826.324000,30.666000,
PQ-M,M8,16,p,100,0.305696,0.397420,55.719172,0.898304,1.795137,0.000000,113.390000,1866.896000,1439.120000,30.996000,
PQ-SDC,M8,16,p,100,0.363524,0.275620,46.855580,2.995456,1.795137,37.114000,0.000000,2688.964000,1413.192000,30.412000,
PQ-M,M8,32,p,100,0.288120,0.397420,59.118173,0.898304,1.795137,0.000000,167.410000,2871.800000,2413.108000,32.438000,
PQ-SDC,M8,32,p,100,0.327616,0.275620,51.991136,2.995456,1.795137,181.376000,0.000000,4036.700000,2187.266000,32.184000,
PQ-M,M8,1,p,200,1.902172,0.574520,8.954568,0.898304,1.795137,0.000000,30.566000,1050.998000,749.622000,48.874000,
